gene	ultracluster	PV	ResponderMid	NonresponderMid	AD	TResponderMid	TNonresponderMid
IFT80	Treg	1.087	0.376	1.156	0.806	0.899	1.15
PASK	Treg	1.082	0.418	0.631	1.131	0.535	0.638
PDE4D	Treg	1.072	0.724	0.774	0.521	0.607	0.851
RPAP2	Treg	1.069	0.395	0.943	0.66	0.458	1.068
TMED3	Treg	1.059	-0.328	0.876	1.431	0.341	0.941
HIPK2	Treg	1.056	-0.03	0.554	1.758	0.161	0.637
ICA1	Treg	1.056	0.128	0.449	0.15	-0.227	0.674
C2orf74	Treg	1.052	1.07	1.43	0.545	1.149	1.501
WDR11	Treg	1.05	0.114	1.072	0.745	0.267	1.252
H1FX	Treg	1.046	0.6	0.183	0.971	0.668	-0.055
MGAT4B	Treg	1.045	0.692	0.275	1.234	0.268	0.39
CSNK1G3	Treg	1.035	0.732	1.004	0.311	0.379	1.222
BRI3	Treg	1.023	1.034	0.768	0.764	0.923	0.742
TBC1D4	Treg	1.021	1.215	1.328	0.169	1.557	1.148
APLP2	Treg	1.018	0.786	0.814	0.876	0.459	0.98
CEP44	Treg	1.014	0.773	1.135	0.955	0.778	1.239
PHKB	Treg	1.006	0.441	0.776	0.383	0.481	0.858
F5	Treg	1.001	1.594	1.478	1.201	1.428	1.534
CACYBP	Treg	0.99	0.629	1.104	0.451	0.724	1.199
ATF7IP2	Treg	0.987	0.247	1.084	0.981	1.21	0.838
SNRNP35	Treg	0.979	0.564	0.857	0.614	0.843	0.801
MAF	Treg	0.969	0.896	1.509	0.719	1.586	1.335
TSPAN5	Treg	0.966	0.52	0.679	0.528	0.304	0.827
METTL8	Treg	0.964	1.014	0.843	0.77	0.861	0.875
INPP5F	Treg	0.958	1.431	1.383	0.464	0.987	1.581
TTL	Treg	0.954	0.838	0.72	1.099	0.775	0.717
SLC5A3	Treg	0.949	1.283	1.292	1.267	0.981	1.443
ITGAE	Treg	0.939	0.515	0.777	0.516	0.672	0.779
PEX3	Treg	0.936	0.881	1.201	0.627	0.936	1.272
CCDC6	Treg	0.933	0.404	0.988	0.656	0.075	1.243
NMB	Treg	0.931	0.75	1.072	0.417	0.593	1.232
CMTR2	Treg	0.927	0.643	0.896	0.785	0.486	1.04
GIMAP7	Treg	0.923	0.965	0.753	0.823	1.156	0.519
HLA-DMA	Treg	0.923	0.507	0.585	0.934	0.47	0.631
TNFRSF4	Treg	0.922	-0.158	0.551	0.676	-0.223	0.751
PIGX	Treg	0.92	0.575	0.721	0.701	0.293	0.892
NPTN	Treg	0.919	1.094	0.95	1.004	0.665	1.124
UCP2	Treg	0.915	0.54	0.599	0.619	0.856	0.411
PLIN2	Treg	0.907	0.106	0.688	0.459	0.217	0.803
CD81	Treg	0.906	0.33	0.365	1.132	0.444	0.309
RMDN1	Treg	0.906	0.684	1.177	0.766	0.787	1.273
PTPRJ	Treg	0.902	0.66	1.196	0.928	0.577	1.371
ZZEF1	Treg	0.897	0.465	1.194	0.645	0.807	1.254
MFN1	Treg	0.895	0.772	1.154	0.805	0.816	1.246
ZC3H12D	Treg	0.893	0.655	0.936	0.943	0.326	1.147
ARL1	Treg	0.891	0.51	0.794	0.693	0.57	0.852
MXD4	Treg	0.891	0.003	0.521	0.916	0.258	0.557
TMED8	Treg	0.881	0.805	0.845	0.627	0.485	1.01
SH2D1A	Treg	0.879	1.048	1.444	0.656	0.973	1.588
ZNF280D	Treg	0.878	0.899	0.73	0.413	0.842	0.704
CHCHD5	Treg	0.873	0.245	0.609	0.6	0.589	0.543
INTS8	Treg	0.872	0.201	0.898	0.938	0.003	1.134
DDHD1	Treg	0.87	0.447	0.822	0.886	0.261	1.001
DNAJC10	Treg	0.87	0.571	1.201	0.562	0.63	1.346
TMEM140	Treg	0.87	0.734	0.208	0.613	0.285	0.309
LIMD2	Treg	0.867	0.558	0.621	0.606	0.724	0.543
ADI1	Treg	0.864	1.119	0.691	0.304	0.865	0.701
ARL14EP	Treg	0.861	0.327	1.003	0.257	0.61	1.073
SELL	Treg	0.857	1.051	1.337	1.008	0.887	1.491
ME2	Treg	0.852	0.369	0.969	0.651	0.83	0.93
TMX3	Treg	0.844	0.669	1.135	0.724	0.751	1.233
GNPDA1	Treg	0.843	0.814	0.995	0.183	0.559	1.163
BEX3	Treg	0.837	0.857	0.941	0.352	0.366	1.176
TRIM44	Treg	0.832	0.716	0.734	-0.022	0.515	0.844
COA6	Treg	0.826	0.556	0.854	0.658	0.626	0.912
NUSAP1	Treg	0.824	0.594	0.93	0.742	0.489	1.072
TXNRD1	Treg	0.821	0.812	1.01	0.799	0.863	1.047
NIN	Treg	0.819	0.051	0.891	0.934	0.277	1.023
FBH1	Treg	0.818	-0.272	0.537	0.883	-0.244	0.727
VEGFB	Treg	0.814	0.82	0.474	0.61	0.641	0.464
TP53INP1	Treg	0.812	0.837	1.27	1.015	0.643	1.463
LIMS1	Treg	0.811	0.227	0.582	0.65	0.514	0.546
EHMT1	Treg	0.808	-0.083	0.678	0.712	-0.188	0.897
MIS18BP1	Treg	0.803	0.391	0.767	0.694	0.314	0.906
BTN3A3	Treg	0.802	0.431	1.053	0.687	0.444	1.213
TRAF3	Treg	0.802	-0.031	0.751	0.789	-0.077	0.957
HIST1H1E	Treg	0.801	-0.165	1.652	0.601	0.294	1.896
MIR4435-2HG	Treg	0.801	0.96	1.114	0.419	0.712	1.274
EVA1B	Treg	0.798	0.217	0.317	0.643	0.012	0.447
CUL2	Treg	0.796	0.562	1.002	0.735	0.296	1.219
DTWD1	Treg	0.795	0.821	0.933	0.31	0.811	0.974
CARD8-AS1	Treg	0.792	0.67	0.803	1.003	0.697	0.832
TP53TG1	Treg	0.791	0.707	0.806	0.839	1.084	0.591
MIR3142HG	Treg	0.79	0.803	1.029	0.634	0.741	1.128
SFT2D2	Treg	0.786	0.854	0.599	0.752	0.647	0.636
STK38	Treg	0.786	0.762	1.031	0.747	0.655	1.159
KMT5B	Treg	0.784	0.668	1.044	0.685	0.655	1.159
ZCRB1	Treg	0.783	0.428	0.623	0.581	0.605	0.59
BTN3A1	Treg	0.782	0.102	0.595	0.649	0.315	0.643
SEC11C	Treg	0.782	0.622	0.793	0.757	0.463	0.92
LEO1	Treg	0.779	0.601	1.004	0.559	0.492	1.162
C16orf87	Treg	0.777	0.713	0.941	0.774	0.629	1.05
OTULIN	Treg	0.777	0.977	1.002	0.773	0.909	1.047
GPATCH2	Treg	0.774	0.306	0.39	0.781	0.186	0.479
CCDC167	Treg	0.773	0.563	0.6	0.558	0.792	0.467
KCNQ1OT1	Treg	0.773	1.212	0.762	0.648	0.68	0.923
LYST	Treg	0.772	0.883	0.913	0.677	0.202	1.2
SLC35D2	Treg	0.772	0.342	0.541	0.607	0.441	0.553
MAP3K1	Treg	0.764	0.689	1.049	0.444	0.731	1.137
R3HDM2	Treg	0.764	0.736	1.054	0.498	0.955	1.042
TMEM106B	Treg	0.763	0.675	0.762	0.42	0.785	0.728
FCMR	Treg	0.762	0.587	0.341	0.449	0.505	0.303
ZNHIT6	Treg	0.761	0.367	1.041	0.512	0.767	1.058
KLHL2	Treg	0.759	0.684	1.113	0.761	0.208	1.387
LBR	Treg	0.758	0.537	1.034	0.637	0.625	1.138
CPEB4	Treg	0.751	0.88	1.223	0.558	1.122	1.207
KLF2	Treg	0.748	-0.036	0.394	0.664	0.385	0.309
CKAP2	Treg	0.746	0.617	1.25	0.451	0.804	1.348
EPSTI1	Treg	0.744	0.955	0.811	0.536	0.513	0.99
JMY	Treg	0.743	0.184	0.342	0.849	-0.152	0.535
LTB	Treg	0.739	0.281	0.693	0.424	0.386	0.767
CBX1	Treg	0.738	0.507	0.901	0.234	0.666	0.944
NDUFS1	Treg	0.738	0.588	0.927	0.699	0.592	1.025
NCF4	Treg	0.735	0.131	0.614	0.474	0.073	0.77
ACBD3	Treg	0.733	0.543	0.776	0.42	0.394	0.912
TAPT1	Treg	0.732	-0.004	0.692	0.65	-0.051	0.884
AC010642.2	Treg	0.731	0.961	0.933	0.42	1.058	0.862
EZH2	Treg	0.731	0.84	0.641	1.028	0.568	0.731
LBH	Treg	0.731	0.581	0.853	0.279	0.56	0.946
BLOC1S6	Treg	0.728	0.707	0.738	0.775	0.594	0.809
SRPK2	Treg	0.728	0.341	0.579	0.402	0.235	0.699
TMEM18	Treg	0.728	0.715	0.461	0.329	0.405	0.555
CLIP1	Treg	0.727	0.655	0.936	0.74	0.299	1.157
HIST1H1C	Treg	0.727	0.265	0.961	0.731	0.618	1.007
PPIP5K2	Treg	0.727	0.748	1.044	0.528	0.817	1.101
RFK	Treg	0.727	0.254	0.754	0.53	0.14	0.933
DMAC1	Treg	0.725	0.452	0.519	0.425	0.552	0.483
FAS	Treg	0.722	0.075	1.1	0.646	0.067	1.334
TMEM238	Treg	0.722	0.321	0.679	1.136	0.743	0.562
CRELD2	Treg	0.72	-0.101	0.926	0.048	-0.329	1.208
XRRA1	Treg	0.72	0.701	0.843	0.439	1.048	0.674
CD55	Treg	0.718	0.038	0.863	0.745	0.073	1.053
LY96	Treg	0.718	0.508	0.541	1.07	0.647	0.468
ZDBF2	Treg	0.718	0.399	1.056	0.895	0.453	1.209
SVBP	Treg	0.717	0.621	0.716	0.272	0.818	0.63
HMGXB4	Treg	0.716	0.365	0.564	0.461	0.35	0.634
MICU1	Treg	0.716	0.659	0.936	0.462	0.795	0.955
ACAA2	Treg	0.713	0.403	0.664	0.417	0.579	0.655
SEC31A	Treg	0.711	0.562	0.597	0.517	0.353	0.715
TNFRSF18	Treg	0.71	0.134	0.368	0.625	-0.209	0.577
SESN3	Treg	0.708	0.4	0.605	0.855	0.212	0.752
ZNF37A	Treg	0.706	-0.013	0.725	0.464	0.46	0.729
NDUFS4	Treg	0.705	0.216	0.375	0.416	0.341	0.359
NUP58	Treg	0.705	0.54	0.731	0.804	-0.064	1.013
TSHZ2	Treg	0.705	0.38	0.496	0.688	0.395	0.525
LMAN1	Treg	0.704	0.372	0.518	0.563	0.073	0.696
POU2F2	Treg	0.703	0.31	0.423	0.51	0.222	0.504
DHX40	Treg	0.702	0.765	0.923	0.415	0.798	0.957
DNAJC15	Treg	0.699	-0.26	1.003	0.389	0.554	1.027
HIST1H1D	Treg	0.698	-0.039	1.291	0.672	0.525	1.424
CEP290	Treg	0.695	0.381	1.07	0.55	0.729	1.116
CCS	Treg	0.694	0.462	0.209	0.494	0.402	0.153
THEM4	Treg	0.691	0.877	0.838	0.465	1.014	0.735
MTREX	Treg	0.69	0.997	1.102	0.342	1.074	1.094
PSMD1	Treg	0.684	0.522	0.746	0.581	0.403	0.869
DEAF1	Treg	0.683	-0.19	0.946	0.594	0.083	1.125
CCDC32	Treg	0.681	0.544	0.529	0.647	0.214	0.688
SHPRH	Treg	0.681	0.397	0.779	0.689	0.39	0.893
AGPAT3	Treg	0.68	0.294	0.405	0.592	0.246	0.466
SRFBP1	Treg	0.68	0.639	0.53	0.285	0.412	0.62
SYS1	Treg	0.68	-0.098	0.437	0.469	0.101	0.504
FAM217B	Treg	0.679	0.916	0.846	0.5	0.948	0.801
SP140L	Treg	0.677	0.658	0.456	0.565	0.35	0.563
LINC00861	Treg	0.676	0.751	1.059	0.267	0.949	1.054
MBD2	Treg	0.676	0.471	0.476	0.623	0.073	0.666
BRD8	Treg	0.675	1.055	1.058	0.351	0.881	1.151
CEP120	Treg	0.675	0.494	0.709	0.397	-0.064	0.982
SAP30	Treg	0.675	0.159	0.652	0.81	-0.037	0.856
PGLS	Treg	0.674	0.426	0.482	0.344	0.381	0.525
CCPG1	Treg	0.673	0.228	0.484	0.72	0.208	0.571
CTSS	Treg	0.672	0.786	0.855	0.736	0.842	0.847
COMMD4	Treg	0.671	0.395	0.695	0.514	0.782	0.574
IGFLR1	Treg	0.666	1.331	0.973	0.635	1.197	0.928
IKZF4	Treg	0.666	0.42	0.421	-0.048	-0.083	0.648
PCED1B	Treg	0.666	0.583	0.702	0.087	0.419	0.819
HERC2	Treg	0.665	0.54	0.466	1.015	0.457	0.489
WDTC1	Treg	0.663	-0.028	0.439	0.439	-0.094	0.594
KLF3	Treg	0.661	-0.283	0.658	0.784	0.373	0.645
AHI1	Treg	0.656	0.011	0.358	0.47	0.131	0.407
MDM2	Treg	0.656	0.747	0.939	0.709	0.414	1.138
AIFM1	Treg	0.655	0.693	0.774	0.59	0.423	0.928
DIP2A	Treg	0.653	0.622	0.612	0.659	0.704	0.558
RGS10	Treg	0.652	0.329	0.694	0.491	0.733	0.591
TCEA1	Treg	0.652	0.472	0.884	0.39	0.627	0.934
ECHDC1	Treg	0.651	0.495	0.664	0.5	0.344	0.787
MTMR6	Treg	0.651	0.705	0.903	0.623	0.347	1.11
DBF4	Treg	0.646	0.932	0.782	0.436	0.74	0.843
PYROXD1	Treg	0.646	1.054	1.031	0.486	1.259	0.886
TLK1	Treg	0.646	0.462	0.533	0.573	0.174	0.692
UBTF	Treg	0.645	0.744	0.636	0.579	0.436	0.765
KIAA1109	Treg	0.643	0.355	0.977	0.766	0.371	1.135
L3MBTL3	Treg	0.643	0.292	0.726	0.355	-0.165	0.996
UBE2R2	Treg	0.643	0.283	0.37	0.509	0.111	0.483
TCP11L2	Treg	0.642	0.237	0.773	0.517	0.066	0.977
BBIP1	Treg	0.64	0.805	0.793	0.656	0.719	0.837
ANKRD36C	Treg	0.639	0.03	0.665	1.135	-0.12	0.878
GIMAP1	Treg	0.639	-0.224	0.179	0.733	0.035	0.175
TUT4	Treg	0.639	0.361	0.948	0.485	0.276	1.133
B3GNT2	Treg	0.636	0.84	1.039	0.375	0.815	1.114
CSNK1G2	Treg	0.636	-0.355	0.083	0.716	-0.375	0.214
TFRC	Treg	0.635	0.417	1.074	0.679	0.43	1.241
ORMDL3	Treg	0.633	0.757	0.835	0.663	0.599	0.939
ABCF1	Treg	0.632	0.622	0.647	0.399	0.573	0.682
KIAA1551	Treg	0.632	0.508	1.021	0.588	0.424	1.192
MCUB	Treg	0.631	0.667	0.765	0.712	0.876	0.672
CHMP2B	Treg	0.629	0.47	0.729	0.375	0.407	0.836
H2AFY	Treg	0.628	-0.354	0.299	0.493	-0.057	0.356
EBLN3P	Treg	0.627	0.072	0.372	0.45	0.083	0.457
CEP78	Treg	0.626	-0.09	0.687	0.941	0.544	0.623
TNFRSF14	Treg	0.626	0.25	0.512	0.524	0.332	0.553
VMA21	Treg	0.625	0.499	0.533	0.533	0.255	0.665
MAP3K5	Treg	0.624	0.743	0.884	0.621	0.359	1.091
PPP6R2	Treg	0.624	0.927	0.716	0.437	0.771	0.737
AAK1	Treg	0.62	0.495	0.646	0.627	0.708	0.574
ACOT13	Treg	0.618	0.736	0.718	0.504	0.778	0.687
SLC35E3	Treg	0.618	0.301	0.754	0.768	0.37	0.853
FBXO22	Treg	0.617	0.528	0.672	0.633	0.651	0.652
YIF1A	Treg	0.616	0.811	0.242	0.325	0.481	0.255
HIF1A	Treg	0.615	0.791	1.052	0.038	0.446	1.266
CHD8	Treg	0.614	0.395	0.723	0.601	0.304	0.859
UFL1	Treg	0.614	0.37	0.499	0.422	0.43	0.508
RAB30-AS1	Treg	0.613	0.509	0.795	0.103	0.63	0.824
ARNTL	Treg	0.612	0.343	0.936	0.239	0.408	1.071
EFR3A	Treg	0.612	0.462	0.641	0.466	0.347	0.751
LEF1	Treg	0.609	0.261	0.744	0.074	0.541	0.756
ATP6V1D	Treg	0.608	0.43	0.471	0.473	0.202	0.598
FAM107B	Treg	0.608	0.59	0.905	0.502	0.732	0.932
FAM192A	Treg	0.608	0.724	0.83	0.347	0.849	0.795
CTBS	Treg	0.606	0.073	0.383	0.623	0.067	0.478
CASP3	Treg	0.605	0.399	0.987	0.655	0.289	1.18
ELK4	Treg	0.605	0.408	0.838	0.626	0.423	0.954
PHACTR2	Treg	0.605	0.608	0.797	0.465	0.463	0.922
NARS	Treg	0.601	0.632	0.817	0.277	0.631	0.876
C4orf48	Treg	0.598	0.729	0.552	0.514	0.817	0.422
IFT20	Treg	0.596	0.478	0.315	0.311	0.366	0.326
CDC73	Treg	0.593	0.752	0.854	0.478	0.561	0.979
FTX	Treg	0.592	0.366	0.673	0.79	0.405	0.748
CCR7	Treg	0.59	-0.965	0.178	0.15	-0.588	0.328
METAP2	Treg	0.589	0.76	0.793	0.478	0.931	0.699
AC243960.1	Treg	0.587	0.944	0.978	0.112	1.43	0.623
NSF	Treg	0.587	0.112	1.101	0.387	-0.047	1.364
UBE2Q1	Treg	0.587	0.614	1.024	0.803	0.198	1.28
PPWD1	Treg	0.584	0.749	0.84	0.408	0.78	0.853
TTC39C	Treg	0.582	0.527	0.886	0.681	0.594	0.962
UHMK1	Treg	0.58	0.181	0.691	0.703	0.118	0.853
PFDN4	Treg	0.579	0.669	0.765	0.516	0.939	0.629
BOD1L1	Treg	0.577	0.122	0.392	0.609	-0.121	0.572
EIF2AK1	Treg	0.577	0.261	0.798	0.438	-0.072	1.047
EFHD2	Treg	0.575	0.262	0.691	0.575	0.344	0.779
LPIN2	Treg	0.575	-0.021	0.245	0.376	-0.237	0.415
LYRM2	Treg	0.575	0.403	0.6	0.094	0.512	0.606
MLLT3	Treg	0.575	-0.099	0.671	0.325	0.075	0.807
QKI	Treg	0.575	0.363	0.695	0.407	0.222	0.851
SEC14L1	Treg	0.575	0.168	0.601	0.37	-0.028	0.795
XRN1	Treg	0.575	0.42	0.907	0.547	0.306	1.083
ANKRD17	Treg	0.574	0.222	0.759	0.731	-0	0.978
MFAP1	Treg	0.574	0.706	0.617	0.305	0.546	0.678
MIA2	Treg	0.574	0.3	0.714	0.482	0.371	0.803
COX16	Treg	0.573	1.358	0.911	0.354	1.451	0.63
MDFIC	Treg	0.573	0.771	0.893	0.252	0.398	1.093
ZBTB24	Treg	0.573	0.22	0.7	0.445	0.162	0.856
SQSTM1	Treg	0.57	1.094	0.714	0.22	0.659	0.842
PLEKHA3	Treg	0.569	0.273	0.353	0.339	0.169	0.433
LFNG	Treg	0.567	0.234	0.749	0.36	0.744	0.645
PAK2	Treg	0.567	0.274	0.742	0.302	0.26	0.879
C1D	Treg	0.566	0.747	0.727	0.342	0.772	0.705
CDC40	Treg	0.564	0.293	0.477	0.437	0.336	0.514
FBXO9	Treg	0.564	0.074	0.452	0.612	0.146	0.531
TMCO1	Treg	0.564	0.876	0.634	0.427	0.9	0.523
HIST2H2AC	Treg	0.563	0.977	1.335	-0.082	0.995	1.433
ITGAL	Treg	0.563	1.007	0.434	0.682	0.705	0.428
ZCCHC9	Treg	0.562	0.576	0.672	0.493	0.538	0.723
PHF6	Treg	0.561	0.927	0.866	0.283	0.81	0.912
THOC7	Treg	0.561	0.523	0.533	0.419	0.854	0.304
KIAA0586	Treg	0.56	0.335	0.821	0.483	0.625	0.83
KIF2A	Treg	0.56	0.285	0.677	0.257	0.399	0.741
CTCF	Treg	0.559	0.328	0.575	0.416	0.262	0.68
MORC3	Treg	0.559	0.558	0.647	0.366	0.197	0.838
C2orf49	Treg	0.558	1.001	0.606	0.405	0.793	0.598
SECISBP2L	Treg	0.558	0.677	0.758	0.467	0.555	0.847
SPPL2A	Treg	0.558	0.418	0.628	0.518	0.277	0.756
DICER1	Treg	0.557	0.158	0.633	0.632	0.345	0.688
HPRT1	Treg	0.557	0.085	0.393	0.455	0.242	0.411
SCP2	Treg	0.557	0.381	0.701	0.586	0.745	0.603
TMEM173	Treg	0.557	-0.524	-0.178	0.543	-0.517	-0.08
CSK	Treg	0.555	0.169	0.209	0.667	0.275	0.16
RSRC1	Treg	0.555	0.529	0.49	0.063	0.96	0.138
LZIC	Treg	0.554	0.85	0.56	0.326	0.564	0.632
UBE2S	Treg	0.554	0.143	0.243	0.617	0.099	0.299
BPTF	Treg	0.55	0.297	0.503	0.68	0.065	0.667
SUZ12	Treg	0.55	0.269	0.593	0.543	0.253	0.696
LDHB	Treg	0.549	0.071	0.472	0.572	0.395	0.432
ARMC1	Treg	0.547	-0.046	0.528	0.247	0.207	0.582
NAPG	Treg	0.546	0.13	0.841	0.603	-0.007	1.063
NSUN6	Treg	0.546	0.872	0.729	0.582	1.076	0.522
TLK2	Treg	0.546	0.367	0.65	0.548	0.06	0.854
APBB1IP	Treg	0.545	0.519	0.61	0.347	0.499	0.651
CUL3	Treg	0.545	-0.001	0.663	0.413	-0.216	0.898
RYBP	Treg	0.545	0.336	0.87	0.439	0.351	1.01
ADSS	Treg	0.543	0.772	0.881	0.389	0.603	0.998
MYO5A	Treg	0.542	0.323	0.877	0.799	0.217	1.063
THAP5	Treg	0.542	0.67	0.755	0.372	0.71	0.761
ATXN7L3B	Treg	0.537	0.158	0.639	0.195	0.35	0.693
CTR9	Treg	0.537	0.518	0.845	0.248	0.191	1.063
JAK3	Treg	0.537	-0.088	0.268	0.609	0.173	0.247
KAT6B	Treg	0.537	0.784	0.748	0.011	0.57	0.85
RC3H2	Treg	0.537	0.171	0.837	0.621	0.482	0.892
AHCYL1	Treg	0.536	0.221	0.419	0.613	0.109	0.533
FUBP1	Treg	0.535	0.684	0.672	0.422	0.597	0.716
OCIAD2	Treg	0.535	0.42	0.552	0.266	0.722	0.41
SEC22B	Treg	0.535	0.328	0.5	0.44	0.188	0.619
ATM	Treg	0.534	0.128	0.706	0.555	0.168	0.847
NAA50	Treg	0.534	0.139	0.715	0.372	0.094	0.884
EPRS	Treg	0.532	0.085	0.53	0.38	-0.029	0.698
FAAP20	Treg	0.531	-0	0.604	0.545	0.616	0.474
NMI	Treg	0.53	0.941	0.508	0.266	0.638	0.547
SEM1	Treg	0.53	0.54	0.609	0.517	0.625	0.584
TTC14	Treg	0.529	0.048	0.424	0.527	0.142	0.492
SAP30L	Treg	0.527	-0.039	0.391	0.44	-0.183	0.567
FAM207A	Treg	0.526	0.23	0.429	0.416	0.166	0.522
NDUFA4	Treg	0.526	0.464	0.483	0.407	0.522	0.455
CIB1	Treg	0.525	0.132	0.227	0.292	0.259	0.186
PAXBP1	Treg	0.525	-0.214	0.574	0.641	-0.169	0.755
REX1BD	Treg	0.524	0.313	0.282	0.202	0.409	0.211
TNIK	Treg	0.524	0.167	0.74	0.455	0.326	0.833
CBX3	Treg	0.522	0.925	0.978	0.262	1.077	0.905
TIFA	Treg	0.522	0.171	1.077	-0.123	0.095	1.311
BIRC3	Treg	0.521	0.191	0.718	0.309	0.142	0.88
NSA2	Treg	0.521	0.595	0.619	0.155	0.782	0.51
PYHIN1	Treg	0.521	0.44	1.184	0.48	0.769	1.254
TPR	Treg	0.521	0.086	0.466	0.49	-0.086	0.642
HTATSF1	Treg	0.52	0.442	0.651	0.522	0.243	0.802
TTC3	Treg	0.52	0.357	0.406	0.404	0.267	0.47
ZRANB2	Treg	0.52	0.831	0.581	0.331	0.705	0.571
CANX	Treg	0.519	0.289	0.585	0.6	0.051	0.769
PRKACB	Treg	0.517	0.749	0.876	0.3	0.946	0.804
AC005224.3	Treg	0.516	-0.291	0.67	0.658	0.072	0.784
COX7A2L	Treg	0.516	0.203	0.405	0.494	0.296	0.421
CTSZ	Treg	0.516	0.038	-0.088	0.393	-0.051	-0.079
GBP5	Treg	0.515	0.237	1.059	0.716	0.174	1.277
PRKCH	Treg	0.515	0.096	0.334	0.294	-0.009	0.453
PSMD14	Treg	0.515	0.687	0.588	0.448	0.819	0.461
PUM1	Treg	0.515	0.485	0.621	0.428	0.546	0.633
TAF10	Treg	0.515	0.547	0.43	0.316	0.588	0.36
C15orf40	Treg	0.514	0.6	0.481	0.453	0.423	0.542
CLPTM1L	Treg	0.514	0.367	0.414	0.621	0.127	0.548
TOP1	Treg	0.514	0.485	0.47	0.346	0.253	0.586
TRIB2	Treg	0.514	0.078	0.771	0.61	0.143	0.927
SEPT2	Treg	0.513	0.416	0.613	0.453	0.278	0.738
FBXW11	Treg	0.512	0.664	0.832	0.278	0.837	0.791
CUL5	Treg	0.511	-0.012	0.506	0.513	-0.008	0.646
COPB1	Treg	0.51	0.816	0.742	0.428	0.713	0.776
AC025164.1	Treg	0.509	0.169	0.644	-0.223	0.313	0.718
RNPEPL1	Treg	0.508	-0.176	-0.143	0.614	0.054	-0.28
TTC37	Treg	0.508	0.495	0.972	0.659	0.631	1.05
VDAC3	Treg	0.508	0.251	0.379	0.536	0.199	0.446
KIDINS220	Treg	0.506	0.269	0.71	0.7	0.498	0.734
GOLGA4	Treg	0.505	0.208	0.429	0.612	-0.058	0.609
NDUFAF2	Treg	0.505	0.814	0.606	0.146	0.861	0.493
SUDS3	Treg	0.505	0.266	0.57	0.417	0.085	0.734
ZNF106	Treg	0.504	0.218	0.51	0.464	0.064	0.662
C12orf75	Treg	0.502	0.203	0.485	0.895	0.463	0.436
CFLAR	Treg	0.502	0.061	0.609	0.649	0.158	0.721
C5orf24	Treg	0.5	0.097	0.391	0.68	0.242	0.411
KDM6B	Treg	0.5	0.331	0.224	0.525	-0.055	0.387
SETD1B	Treg	0.5	0.377	0.507	0.495	0.2	0.632
TXNDC15	Treg	0.5	0.318	0.513	0.547	0.271	0.597
UPF3A	Treg	0.5	0.401	0.647	0.381	0.481	0.684
KDM2A	Treg	0.499	0.4	0.629	0.547	0.311	0.74
GRSF1	Treg	0.498	0.313	0.489	0.283	-0.099	0.711
GPR155	Treg	0.497	0.232	0.565	0.64	0.385	0.592
PTPRA	Treg	0.497	0.806	0.417	0.393	0.699	0.34
SAR1B	Treg	0.497	0.341	0.368	0.446	0.037	0.524
IFI27L2	Treg	0.496	0.527	0.68	0.474	0.937	0.468
PCNX4	Treg	0.496	0.248	0.27	0.547	-0.036	0.417
CFAP97	Treg	0.495	0.488	0.856	0.282	0.618	0.906
CLTA	Treg	0.494	0.408	0.369	0.436	0.353	0.387
GPATCH11	Treg	0.494	0.365	0.749	0.305	0.554	0.774
KRIT1	Treg	0.494	0.325	0.431	0.38	0.343	0.456
RPAP3	Treg	0.494	0.702	0.897	0.12	0.665	0.976
C9orf16	Treg	0.493	0.096	0.267	0.656	0.332	0.189
CD3G	Treg	0.493	0.593	0.579	0.497	0.879	0.374
SNX6	Treg	0.493	0.451	0.563	0.239	0.45	0.6
AP2S1	Treg	0.492	0.235	0.13	0.478	0.207	0.109
CHORDC1	Treg	0.492	0.487	0.642	0.263	0.309	0.773
GK	Treg	0.491	-0.361	0.025	0.411	-0.942	0.321
TRIP12	Treg	0.49	0.506	1.144	0.567	0.341	1.362
ASAH1	Treg	0.489	0.143	0.399	0.509	0.065	0.511
UBE2M	Treg	0.489	0.306	0.111	0.469	0.06	0.188
RAD23B	Treg	0.488	0.076	0.661	0.519	0.06	0.823
SENP7	Treg	0.488	0.342	0.83	0.307	0.6	0.855
SRP72	Treg	0.488	0.166	0.402	0.347	0.155	0.479
UBN1	Treg	0.488	0.164	0.127	0.458	-0.064	0.236
DOCK2	Treg	0.487	0.51	0.619	0.456	0.422	0.698
SP3	Treg	0.487	0.115	0.672	0.485	0.177	0.8
TSPAN14	Treg	0.487	-0.115	0.17	0.552	-0.31	0.335
C8orf59	Treg	0.486	0.768	0.662	0.258	0.804	0.6
CD27	Treg	0.486	0.182	0.149	0.465	0.244	0.099
COPZ1	Treg	0.486	0.249	0.303	0.107	0.231	0.33
FAM184A	Treg	0.486	-0.142	0.591	0.599	-0.512	0.872
TCEAL8	Treg	0.486	0.572	0.547	0.276	0.849	0.345
GIGYF2	Treg	0.484	0.152	0.707	0.424	0.13	0.864
CD46	Treg	0.483	0.531	0.862	0.356	0.429	1.002
CST7	Treg	0.483	0.014	0.407	0.656	0.2	0.437
OCIAD1	Treg	0.483	0.137	0.437	0.261	0.377	0.406
TMEM263	Treg	0.483	0.16	0.489	0.228	0.085	0.618
ASCC3	Treg	0.481	0.121	0.742	0.41	0.149	0.896
SREK1IP1	Treg	0.481	0.411	0.536	0.467	0.639	0.443
